comments,sentiments,compound
"Igbos are the most tribalistic Nigerians, while the least tribalistic Nigerians are the Yorubas. Igbos strategically aimed for the takeover of the Southwest and unfortunately, the Yoruba leaders were not woke enough to see it.",neg,-0.34
"There is nothing wrong with being accommodating to your neighbours, but it is imperative that you must remain conscious so that your neighbour doesn't take over your household, sleep with your wife/s and father children that might not be loyal to you.",neg,-0.3724
Something needs to be  done urgently before the Yorubas regret forever. Igbos are too entitled to be left to their own devices.. seriously!!!  ,neg,-0.5067
And if they deny Tinubu the ticket what the fuck in this hell of an earth will you do?,neg,-0.8885
"The greatest disservice you can do to yourself is believing in your lies. So as stupid as APC is, they will just hand their ticket to an igbo man? On what basis exactly? Do you deserve it and how? Igbo publicly humiliated APC, voting massively for atiku hence why buhari called you ""5%"". You need to ask for refund from your university if you ever believe an igbo man would clinch APC ticket. It's laughable.",neg,-0.2067
"You can float another party and build bridge with people you'd insulted so you can get the ticket but with APC, you're dreaming. Stop fooling yourselves online. You're not making any sense at all",neg,-0.7684
You sound like one funny and uneducated dude.... You sell your property to a man and later you started panicking  that he is about to take over a property you legally sold to him. ,pos,0.4404
You can build a castle in your ignorance for all I care,pos,0.1779
I can't argue with you little boy. Time will tell,pos,0.2584
  see this one..... you think everyone is like you... I passed the days of wanting to be a landlord years ago..... most of my tenants are igbo and all of them are currently owing me at least 3 months rent..... but come December i know they will all be calling to give one plea or the other.,pos,0.1901
"okay if you feel you deserve it, come to the house and collect it......",pos,0.2263
"you can't argue because you have nothing to argue with..... you can't just come online and try to twist people's mindset and not expect to be challenged..... if you up to the task step up and be bold about, don't cower away.",pos,0.688
The years you quoted are wrong!,neg,-0.5255
I have nothing to argue with you kid. Go and caprisone and drink,pos,0.2584
" .... I will buy you ribena join.... just step up and show your points.... you started intellectually and now you are resorting to abuse, and you dare call me a child.... step up and show some balls.... don't be timid...",neg,-0.4215
"All this length paragraphs still no answer  "" the gentleman agreement reached was to zone presidency to where"" is that too difficult to answer.",neu,-0.0258
"Sighs, the way people display inhumanity to their fellow humans effortlessly and without remorse baffles me seriously. Anyway I can't say much because I don't know your mental state.",neu,0.0294
"the typical ret@rded Igbo monkey in all his glory would give out his identity just to prove a point, shows that the only thing that gives you validation is little change you have; you're what we call a ""money miss road"" and I can bet my left ballsack that it will all be gone by the 2nd generation at most.... that's if you're really rich.",pos,0.7778
I thought you wanted facts...see how quickly you backed down with all the long English. A small boy that doesn't even know what a tax clearance  document looks like. OR C of O. That's who's fighting over Nigeria. Pure comedy..,neu,0.0258
"Bro you talk too much and clearly have a little pecker... and yeah I don't pay taxes, I live a tax free life on Bitcoin, and you can go jerk off to your CofO....I don't give two shits. Kindly fuck off.",pos,0.7956
Let us wait and see. SW is not getting that ticket mark it somewhere,neu,0.0
Who is holding the North?,neu,0.0
Can any group hold another group back?,neu,0.0
you still have a lot of uncashed cheques from Boko Haram and trans border bandits.............!! you want to add igbo stubbornness to the mix ! i pity that space called Nigeria ! your luck just ran out.,neu,0.0
"Thats all...... was just wondering if the Flatrons won't be ashamed to pitch tent with APC, or seek vote from the North they so much despise.. Truth is when it comes to politics, the Flatrons are learners ,they need POL 101, All they know is hate, and blackmail, and it wont work..... The earlier the Flatrons start rebuilding all the political bridges they've destroyed, the better...",neg,-0.418
How can a zone that contributed nothing to the party now clamour for zoning to their area. Let them ask their evil party pdp that they sacrificed their hope and future and which they followed blindly for the past 16 years to give them the presidency. Rubbish,neg,-0.7198
"You don't need Light or road na the East. If you ever complain Nigeria is not good, no money etc, the dog will chew your mouth.",neg,-0.4621
People will cause trouble and still asking for the reason behind the trouble with Nigeria. No peace,neg,-0.4767
Maybe Nigeria will be better in 2094,pos,0.4404
"Very illogical rubbish!!! We don't need Ibo, Yoruba or Hausa to rule to promise land. We only need a good and credible leader even if he is Ibibio, Nupe or Itshekiri!!!",pos,0.7482
your comments lack logic.,neg,-0.3182
"Everyone of you that support the murder of unarmed protesters will be disgraced. You will look for tears but you will not find. For your information, Tinubu will be disgraced and he will never be President.",neg,-0.836
"My friend, Igbos are Igbos!...If that's narcissism to you, I'm afraid we need more learning to do. I guess Igbos can't subsume their good wills and special way of life to anyone, and that's discomforting to some of you, but it is what it is. 60 years and still counting, we are still where we are in 1960s, discussing how Igbos are in some  people's weird imagination, domineering, narcissist, entitled, etc. I guess today, Igbos are not Nigeria's problem, but that is still not convincing...they must be upto something. Tell me what do you really want from Igbos?",pos,0.6143
"FC for bad news, Lia Mohammed should swiftly regulate social media. Please NASS pass the bill for social media regulation oo, Boko Haram has been defeated technically. Social media is  causing a lot of insecurity in the north ",neg,-0.7096
And the man who calls himself Nigeria's president is nowhere to be found... Baba never even come out to condemn the act. He has been desensitized to the extent that human live no longer mean anything to him,neg,-0.5859
"Mohammadu Buhari turning his back on those people who voted for him, this is heart breaking.",neu,0.0
No matter what we may have against each other at heart; but I will not wish anyone dead. This  is so gruesome,pos,0.3018
Borno state is supposed to be a state of emergency already.,neg,-0.3818
"While the President is busy getting shocked then condemning, it happens again then repeats the same motions.",neg,-0.3182
What is this for Christ sake. What crime did these men commit. This is so tragic. Whoever is responsible for security in this country please fix it.,neu,-0.0429
"It's obvious the blame game by the government is not working, let them take responsibility and retake Nigeria back from the hands of these unscrupulous terrorists.",neg,-0.7579
"Northerner's are trying o, 43 people killed and it's As if nothing happened life goes on, 5 people that is not confirmed rumoured dead in endsars the whole world want catch fire",neg,-0.4867
"i weep, this is heartbreaking",neg,-0.7717
The North is on self destruct,neg,-0.5267
I don't understand oh. Is it so hard to provide security for the people. I think say with money anything is possible. ,pos,0.1365
I think Boko Haram have been technically defeated. The north is safe.. this news is false..,neg,-0.4767
Buhari is the most useless son of a jalloh in Nigeria political history! The most weakest and the most dumbest jalloh!! Buhari is a shame to the Fulani Nation!! Rip to the the innocent villagers that were gruesomely murdered in cold blood.,neg,-0.9555
"The Kanuri people had better woken up. This Boko Haram thing is starting to look like a systematic way to wipe out the Kanuris through the back door and make it look like coincidental victims of insurgency. Maybe it is because of Kanuri women are the most beautiful Northerners, I just don't understand. Boko Haram should leave Kanuri land and go to Sokoto, Katsina or Northern Kaduna. Enough is enough for all this rubbish! They should stop killing Kanuris.",pos,0.5081
This is disheartening. Our security is really in shambles!!!!,neg,-0.3753
"Fake news, no one died. Hope this is not another propaganda by the opposition party, it seems CNN wants to tarnish the good image of our darling daddy",pos,0.6298
This governor is really going through a lot. Condolences to the families of the bereaved. May God continue to protect the government and people of Bornu State.,pos,0.1531
This is disheartening,neg,-0.4215
He should be burying his own people which he was supposed to protect.  What ashame to Nigeria government and soldiers. They should make sure they apprehend those involved not only peaceful protester who took what is rightly theirs,pos,0.312
God have mercy,pos,0.5574
"See people I am sharing a country with. Zick, why",pos,0.4215
I'm more than devastated.,neg,-0.6461
This is the gift BUHARI brought for the Arewa people..... I am happy it is his regime all this is happening. Hypocrite claiming saint,pos,0.765
God please save us,pos,0.765
Are they all muslims for so many of them to be buried swiftly ?,pos,0.296
You people should stop this propaganda and FAKE NEWS! NOBODY WAS KILLED! I WAS THERE !!! THE NORTH IS VERY CALM AND PEACEFUL!!,neg,-0.6974
It is well,pos,0.2732
I think this boko haram guys are attacking farmers in other to scare them which might cause food scarcity. It's time the federal government open the border,neg,-0.7351
This is very disheartening... They were killed while looking for their daily bread... I pray God comforts their families and bring an end to this nightmare in the North East,pos,0.25
Do you have anything to do with their bodies?,neu,0.0
The governor didn't give any promise to the people in his statement that such a thing would never happen again. He just said the same political nonsense.,neg,-0.5664
For how long will all these continue to happen?,neu,0.0
"RIP to the dead...and may God grant the families the fortitude to bear the loss.... But seriously, what's the fuss about??",pos,0.504
The north as a region see regulating social media as a threat than the insurgency in the North.,neg,-0.5267
In saner clime buhari would have resigned by now.. but then this is nigeria.. enyoy your change.,neg,-0.128
This is terrible. Rest in peace to the dead. It's past time for all northerners not only to speak but act up by coming together and call spade what it is.,neg,-0.3506
"You reap what you sow. The Northern politicians have chosen this for their people. The people have chosen this for themselves!! They would rather hang a blasphemer, they would rather attack an actress for her dressing, they would rather destroy alcohol, they would rather condemn and attack protesters, they would rather call for ban of SM than criticize the president! Please enjoy the fruit of your folly in peace!!! The North is safe! Those are dolls wrapped up in white... in other words... Boko Haram didn't kill anyone...",neg,-0.7123
This is very disheartening. May God Almighty have mercy on their souls and grant their families the grace to bear this loss.,pos,0.5339
"If them stay house, somebody will say they are lazy youths and hunger go kill them. They decided to brave it and go to work inspite of the security challenges and were discovered massacred. I weep for Nigeria and for the people that still support this government, continue ooo. Your own dey for front",neg,-0.6249
Black Sunday,neu,0.0
"He condemned the act already on twitter. As he did so, the act has stopped and won't happen again. That's if there were real killings o cus the families of the deceased have not come out to speak yet. thebosstrevor1 thinks the massacre in borno state is pure fake news because Nigeria is very much safe",neg,-0.849
"What a tragedy, MAY their soul rest in PEACE, and to their family my deepest condolences, this should be a big worry for all Nigerians",neg,-0.4708
Can't imagine the fear in those farmers eyes. RIP to you all ,pos,0.3875
"Arewa the. Heartless cow come and show us pictures of bridges in Kano like you always do. Rip to the dead. My prayers are with the North. This is the problem the North is facing, not black Friday nor consumption of beer",neg,-0.8271
Nigeria. See how you are wasting blood... And you want to be prosperous and peaceful... Nigeria change your ways,pos,0.1779
"I just pity this Governor... A man who meant well for his people is faced with this holy shit called boko haram.. May all of them, there sponsors, there supporters and those who are seeing this evil and refuses to act on it never know peace all the days of their lives and to their tenth generation.",neg,-0.872
RIP to them.,neu,0.0
"This is fake news, CNN, if you dare feature it, we will take legal action against you. The pictures are photoshop, We need to ban Twitter and regulate social media",neg,-0.7351
why don't you want to have sense? Have you sold your future for a loaf of bread? are you born to be bubus slave for life?,neg,-0.193
Nobody died... This is fake news,neg,-0.4767
we know. Is it not the government that give them gun?,neg,-0.34
"FAKE NEWS, NORTH IS PEACEFUL",neu,0.0258
"Boko haram is technically detected, thank you lia Mohammad and federal government.",pos,0.3612
"This is what it means to lead from the front, not bidding inside Aso Rock",neu,0.0
like seriously I'm still wondering if this is human being we're talking about in this care free manner?? 43 human being slaughtered...,pos,0.8485
The North are hypocrite. They don't want to tell themselves the bitter Truth concerning the insecurity in their domain. ,neg,-0.5457
"I pity my YEYE southern brothers and sisters that keeps joining the Nigeria army only to be sent and slaughtered by Boko Haram... nonsense. And to the North, shey be na you dey government and also claim say na you get Nigeria bah, na you reward be that.",neg,-0.0516
I am just curious at the prospect of BH who are fighting for Islamic state killing their prospective citizens. This BH thing sounds like a ploy to wipe out certain people from certain land. Have they found oil there? We know they fought civil war for oil and can always do that again.,neg,-0.5994
"Fake news. Boko haram has been defeated long time ago. Those bodies are just old pictures.  Buhari is actually  working . The real boko haram have repented and are collecting  salary for repenting, this is an edited  photo",neg,-0.7351
"But how come this? After all, Boko Haram has been technically paralyzed  according to Buhari government. To make Boko Haram and banditry stop business, the 12 northern Nigeria states that adopted unconstitutional Islamic Sharia criminal justice system must renounce the adoption. Boko Haram emerged after the adoption of Islamic Sharia criminal justice system, and says it's fighting for a Nigeria to be governed with Islamic Sharia criminal justice system.",neg,-0.5719
"If the states refuse to renounce their adoption of sharia criminal laws, dissolve Nigeria to save the southern regions the affliction of the poverty instituted by Boko Haram upon all in Nigeria.",neg,-0.6908
"see how you sounded so ""neutral"" here, if it was a news about igbos, you would vomit venom and trash",neu,0.0
"Were you there when they killed the 43 people were killed, please say what you know and know what you say",neg,-0.8271
"RIP to the dead.... Northern elders, Muslim leaders should open up about boko Haram... they knows everything about boko Haram...",neu,0.0
Religion of piss,neg,-0.4019
Why whatsapp? Are you afraid to air your views here? Sorry I'm not interested in hearing abuse or death threats on whatsapp.,neg,-0.9302
If you are a man born from your mother's womb then prove me wrong right here. And yes everyone must leave islam and return to the faith of our ancestors. Enough of this bloodshed in the name of the arabic deity. Enough IS Enough.,pos,0.296
"the former was introduced by Yar adua who happen to be a Northerner while the latter, well a part blame actually goes to GEJ but his hands were tied as virtually almost every Northern elites were against him crushing BH. if you can back trace the President's comment on ""An attack on BH is an attack to the North"". well, the locals gave protection to Boko Haram to. So basically, the viper they notured has grown to maturity to keep biting them hard",neg,-0.8922
You're insane,neg,-0.4019
"Funny the sai Buhari has turned his back against the very people that voted for him. Until the northeners revolt against this criminal in Aso rock, they will continued to be killed from his failed leadership.",neg,-0.872
"Buhari, worst president ever.",neg,-0.6249
"This is disheartening...this Boko haram and banditry killings as some genocidal undertone..it's not a coincidence,people in government and some powerful people in this country are targeting some particular people in the north....! it's more than meets the eye!",neg,-0.508
The news is fake. Nobody was killed in Bornu .....it's an IPOB propaganda  ,neg,-0.8625
Let them keep chasing rats while their house is burning. They are more interested in IPOB and Rivers state. Haven't heard from MURIC,pos,0.4576
"And the standard gauge rail lines Buhari is crisscrossing all over northern Nigeria up to Niger Republic, with gas pipelines Buhari is laying to drain gas from the south to the north and to Arab world. And with huge gas processing plants Buhari is building in some cities of northern Nigeria.",pos,0.3182
"Well, insecurity is not the problem of your elders and Nigerian army... As far as they are concerned, North is safer than South, hence the justification for militarizing the whole of South East, with countless road blocks along the expressway, while where they slaughter and kidnap people like goats nothing like that... Not even a single checkpoint.",pos,0.7549
"ENDSARS protesters and beer drinkers are more of pressing concerns to Arewa, Northern Elders Council, MURIC, etc... ",neg,-0.2263
"When the Northerners are ready to be free of this poor leadership, they know exactly what to do!!! I wish them well!!!",pos,0.8257
600yrs for you o..  As you can see the dead bodies.  Where are the dead bodies of your lekki massacre..  please don't drag us backward .  Stop acting so immature as well..,neg,-0.8331
"I hope Boko Haram are happy now. The painful thing is that if they are caught, efforts will be geared to deradicalize them rather than punish them",pos,0.0772
"I have really suffered on nairaland that I can't express things the way it is without been gagged up in ethnic sentiments. My comments on igbo issues have always been fair , sound and loving.",pos,0.5674
"That statement is meant for the president and not the Governor. If they kill all the muslims, who will be in the Islamic state they are fighting for? Tell Buhari to do something. I know you are close to him.",neg,-0.802
Everyone can see through what you're doing.,neu,0.0
Where are the Hisbah? They should step up to defend the people rather than carrying out religious blindness terrorism of innocent citizens.,neg,-0.4939
"A fight against boko Haram is a fight against the north. That's what Buhari said. relax and enjoy, useless people",neg,-0.2263
Learn to understand sarcasm when you read one. The guy was sarcastic.,neg,-0.4404
Nigeria is a horrible country. Hard to hear this type of news in Ghana or Zambia and the rest. Innocent farmers farming to provide food for us are been slaughtered like chicken,neu,0.0
"The north never believe it when it happens to Agatu people, it call famers and headers clash by Mr. President, but today he hasten up commiserate massage to Jere L G A people.",neu,0.0
"To Mr. Lie muhamed, is fake  news when it happens to other places but real when it happens in the north. To Nigerians is normal when soldiers kill Igbo's and label them IPOB terrorist, when the self agitators never raise finger to anyone. But is omen when the same soldiers kill at Leki gate.",neg,-0.9832
"To BBC all that happening in Nigeria is not supposed to air for the world to know because they are control by government in Nigeria, but they are permit to air anything that can make the world to believe that northern Nigeria is under terrorist control and need help, or to tell the world that there's hunger, sickness, shrinking of rivers in just to divert attention of donor to Nigeria to focus on the north.",neg,-0.7579
"Is nothing new, is just farmers and Boronu militant boy clash. The militant passege root must be cave out to end the clash, also militant water way root should also be create in Jere to avoid this type of clash.",neu,-0.0258
I fear who no fear that people with their religion. You slaughter your own faithful in the guise of fighting for your god? Such a shame of a religion!  ,neg,-0.8588
"Just fuck you, man! Fuck you with the Jonathan blame...  Is Jonathan still the president? If you are blaming Jonathan because he was the president, why can't you even say the truth about Buhari who is presently presiding over the most clueless regime on earth and pushing nepotism to a new height, globally?",neg,-0.9071
Is it Jonathan that said killing Bokoharam is killing the north? so is killing BH kid gloves? Wasn't it Yar'aduwa that did amnesty for militants? are you such a bigot that you can stand on the graves of slaughtered farmers and still try to push through you religious sectional propaganda?,neg,-0.9605
Can't you even for the respect for the souls of these people slaughtered just stop the propaganda bullshit and blame game? can't you even for a minute tell your self the truth that Buhari whom you thought was an angel is presiding over the worse killings in Nigerian history? can't you just be honest even with yourself?,neg,-0.8702
"If you can't be human about the truth because Buhari is a Muslim northerner, then even God cannot redeem you! Woe unto you!!!!!!!!!!",pos,0.7845
"But all the service chiefs are northerners from the same Religion of the herdsmen and Boko Haram, How can he sack them??",neu,0.0
Keep fooling yourself ,neg,-0.4019
a pointer to where their priorities lies. Only interested in power but never able to use the power to better their own people.,pos,0.5859
Its a shame that life can be lost and humans will just move on as if nothing has happened.,neg,-0.6597
"My brother, Northern Nigeria is horrible. Too many senseless people are living there. The once who fight for their god is more than those who practice the religion.",neg,-0.6124
"responsible citizens need to understand that when a region of a country establishes a paramilitary force to protect its civilians and space against attacks from people of other regions in the same country, there is no more one country in the country.",neg,-0.0516
"The Governor while speaking to journalists said, ""It is disheartening that more than 40 citizens were slaughtered while they were working in their farmlands. Our people are in very difficult situations, they are in two different extreme conditions, in one side they stay at home they may be killed by hunger and starvation, on the other, they go out to their farmlands and risk getting killed by the insurgents. This is very sad.""",neg,-0.9565
just imagine. When people say Islam is a curse It will be like they are disrespectful but that's what I'm seeing,neg,-0.128
Life is cheap in the North... how will someone just decide to kill 43 souls for no justifiable reason.,neg,-0.7845
"I have been on nairaland since 2013, but hardly online, this my second account.. I have been seeing  your biased comments on here lately, so I had to quote you, though I hardly quote people. well, try and come out clean on every thread. stop the hatred",neg,-0.754
this your write up is fill of lies . no truth is what you said here and they are not from the Quran. those that have the translated Qur'an should read to see your lies and deceitful,neg,-0.8126
Why dignifying a whole fool with response and giving an idiot your phone number. ,neg,-0.1027
"Shameless, hopeless, purposeless and confused OSU ipob. Keep wasting your life fooling around  ",neg,-0.9022
"In fact, the first verse he quoted has declared him as a lier. I don't know what you want to gain.",pos,0.5719
"Terrorism has no religion nor country. A terrorist is a terrorist...Whether black or white, whether Christian, Muslim or others... Let's be wise with our freedom. You just don't write for cheap attention.",pos,0.6414
"I thought is your Lord and savior? No I don't agree, buhari is working and the north is safe. This is Photoshop and fake news",neg,-0.5439
"I guess some crazy people are saying it's fake news, that north is very peaceful, Omg this is terrible anyway RIP to the dead.",neg,-0.8558
"It is just an achievement to Islam,it is a follow to latern the course and laid down Qur'anic rules and ruling..Even I am a Muslim the others Muslim still regards me as an infidels.. Majority of the victims are Muslim who face their daily job to earn..The romance continue as usual",pos,0.3182
FOOL I'm not a Flatino. I'm your Master remember that.,neg,-0.5622
This will continue to happen when this devil's get fair treatment from the most useless government since the history of the world. How can a government  boldly come out and say that they are rehabilitating people who are killing it's citizens like chicken.is that government serious in fighting terrorism. It will definitely go down in history that buhari is a calamity that have Befall Nigeria.,neg,-0.7841
"This is hate speech and you deserve a capital punishment, how dare you, Who are you to say such nonsense about our beloved President Buhari, You IPOB terrorists have been peddling fake news to destabilise Nigeria.",neg,-0.926
"Who told you any villager was massacred by Boko Haram, Were you there,  Is any of your relative involved,  Where is the video of Boko Haram beheading THE",neu,0.0
Please be careful with how you abuse Nigeria's President to avoid consequences ,neg,-0.5423
"Thanks Muhammadu buhari for your kind gesture in leadership. The people that voted you are sure to be proud in the progress which your leadership makes everyday!! Thanks more for your generosity, especially within the north... History will never be kind if your numerous achievement are omitted...long live, people's general and common man president. God bless you!",pos,0.982
What do you want a lifeless man to come and do? To give life to the lifeless?,pos,0.168
This is so wrong and bad in so many levels...is it a crime to be a Nigerian?,neg,-0.9053
what are these lawmakers waiting for?  they should impeach pmb.,neu,0.0
I know you are hurt and that's why I believe you are making a tribalistic Comment. May the Almighty Forgive Us all.,neg,-0.3182
"bokoharam killing farmers cultivating rice at Bornu,fulani men spoiling farmers crop in the south west.And minister of agriculture saying that the federal government will throw the key of border on lagoon. foolish Hausa leaders.lets the south west and east cut from the northerners regions those people are not leaders or human.",neg,-0.8225
"Fake news everywhere you go. This pictures are doctored, go ask lie Mohammed and the army. This is pictures from pdp 16yrs of miss rule.The government need to regulate social media. They want to bring baba government down and we the northerners will resist it",neg,-0.5267
"Buhari sponsors BH, we should stop pretending we dont know these. A leader who said ""Blood will flow"" yet Nigerians doesn't want to be smart.",pos,0.1724
"Nigeria is supposed to be mentioned when you call great countries like the USA, RUSSIA, UK, but because of Religion and Slavery, that door has been locked",neg,-0.6597
"Do election today, Buhari will still win borno landslide. I stopped having pity for these guys during the endsars protest. ",neg,-0.0772
The north is secure. This is fake news and Photoshop.,neg,-0.1779
Charles Hebdo stuff! Should be borne in mind that Muhammad cannot rise in his defence but must depend on those who follow him to defend him! One is in he hope that Nairaland will not be bombed by terrorists any moment soon!,neg,-0.5386
There are people whose only desire is to cause death and destruction.,neg,-0.7096
"You're not a flatin indeed, All your dirty BROKEN mud statues that couldn't save you from your slave colonial masters, is that what you worship? ",neg,-0.7998
Deranged miserable people full this country o  ,neg,-0.4939
Does anyone know this fact? ZABAMARI is another Christian community in Borno where Bokonharam led by shekau had been unleashing terror since 2015. This is a fact Northern elites and our dumb president won't tell Nigerians but we know.,neg,-0.5187
How can you even phantom such?? Stop pushing nonsense propaganda. Buharobdhould sit up please.,neg,-0.6072
"These are all Photoshoped.. The North is safe and habitable, Lies everywhere",neu,0.0258
There is no justification whatsoever for setting those supposed repentant Boko Haram members free! No logic can defend that idiocy.,neg,-0.1007
"Just imagine, armless and harmless people killed for nothing and the federal government's priority is IPOB, #Endsars protesters and social media relgulation?",neg,-0.6597
I spit on the grave of the commander-in-chief of Nigeria armed forces and every other leader that has been docile in this glaring act of neglect and wickedness!,neg,-0.8398
What business has a mud statue in saving me? Is a mud statue a God or an article used in worship?,pos,0.5661
Could your malevolent Arabic deity save these muslim Kanuri farmers? Instead it killed its own worshippers. actually your deity is not only evil. it is mad!,neg,-0.122
Which lawmakers....are you a joker? Can Satan cast out Satan?,pos,0.2168
Really illiteracy is rife in the North. Almajri educated f00l I am not a xtian. you can post whatever you like the truth is both are garbage.,pos,0.1548
and the point of this post was not to highlight islamic attrocities which is common knowledge but rather to unveil this so-called allah which is infact Muhammad in disguise speaking on behalf of this deity.,neg,-0.4621
43 people killed just like that in a country and everywhere is calm.,neg,-0.1779
fake news.....no dead bodies....just clothes wrapped on wood....no one should discredit our holy father buhari....we need to see the bullets if they are truly from serba,neg,-0.6705
social media must be regulated to save buhari from fake news like this till 3020,pos,0.3818
Are you kidding me bro? Even katsina and buhari's village was attacked. The whole north dey feel the bite and crunch o,neg,-0.3818
You people go to Aso Rock to pay homage to someone who is senile and far gone from reality then you return and bury your citizens. Your sin is even greater than the killers in Boko Haram and those negligent accomplices you run to Abuja every time to pledge your loyalty to.,neg,-0.5106
Fear northernal people,neg,-0.4939
I don't even know what to say...,neu,0.0
"In a sane country, all the security chiefs should be summon , grill, if possible sack and persecuted, but I pity this country we found ourselves",neg,-0.4118
Everyone will surely get their due reward on the day of recompense. I pray that the perpetrators be punished in this world and the next. May Allah forgive the departed souls and grant them paradise. Aameen,pos,0.9136
I don't even know exactly what to say about BH. If all they want is Islamic state or Sharia or na external conflict cause am?,neg,-0.25
Buhari doesn't care,neg,-0.3875
"Tell us what your mud deity did when the Europeans evaded your land to rape your mothers, enslave your kinsmen and steal your treasures, The so-called statues were even stolen, And no word or resistance from your gods  ",neg,-0.9393
"Today, a common yahoo-pastor will even burn down your shrine and nothing will happen, Don't you think that your deity is not only stupid but senselessly lazy to defend themselves? ",neg,-0.3318
"Where are the families to claim these bodies,  ipob and propaganda.. Audio massacre.. Fake news everywhere.",neg,-0.4767
"Allah people. Kill yourselves. We over here celebrate whenever you do that. Then on Fridays we still come here to read your comments. I won't lie for a hypocritical religion, your stories are interesting.",pos,0.4905
"Mods will ban me for this, so as to save their heads from not getting lost to those under the religion of PISS",neg,-0.3833
"Yes, I'm angry. Because a country that cannot feed itself cannot survive. It takes a lot of dedication to be a farmer. They should stop killing farmers across this country ",neg,-0.802
The north stands to gain more from a restructured Nigeria or divided country but a few of them have succeeded in determining the fate of most of them.. Soon you all would start buying onions from. The south only then will your eyes be opened..,pos,0.7096
How can I believe this.......Is this story and pictures not photoshopped?.Is it not FAKE NEWS selling like our LIE MOHAMMED will speak?.A beg help me find out......... Minister of Information should investigate this news/story. Let's fine the TV station that broke the news,pos,0.7688
"Conspiracy,, all I see... Some hoodlums have hijacked the media to paint the image of the presidency black..",neu,0.0
"The public are here adviced to neglect the idea of some enemies of the country  who works endlessly to stir up badly the already convenient environment made my President buhari with their doctored pictures and videos. No one was killed,,north is safe!",neg,-0.8356
"How wicked and heartless can the Nigeria government be. I feel for the families of those killed by these evil people. my question now is, Are Boko Haram spirit? of which I know they are not. I say this again if the Nigeria government continue like this Nigeria as a country will be once upon a time.",neg,-0.9231
This is fake news. This news was posted to undermine  the good works of our president. The north is the most peaceful place in the country and bokoharam has been defeated.,neg,-0.2516
"When the terrorist herdsmen wreck havoc in the Middle-belt, the sympathizers of the terrorist group always craft a biased narrative that puts the carnage in the context of farmers-herders clashes. The killer herders come to people's homes in their native soil and slaughter women, children, fathers and clergies and the nepotistic government looks away calling it a crisis between farmers and herders enabling more blood letting.",neg,-0.9812
"Now the nepotistic central government, enablers and sympathizers of the terrorist herdsmen can lick their wounds as the beast has grown beyond control and turned on its own people.",neg,-0.6908
"Your shameless double standard disgust me. You know that this is the doings of same killer herdsmen. When the terrorist herders kill your people you call it the intolerable act of Boko Haram but when they slay families in the Middle-belt, it is just another violent clash between two warring communities of herdsmen and farmers. ",neg,-0.967
"Your continued refusal to classify the killer herdsmen a terrorist organization is an assault on facts, history and proof. Referring to the wanton destruction of lives and properties and mass displacement of people from their home soil by the terrorist nomads as a farmers-herders clashes is a distortion of moral truth.",neg,-0.9678
"Now that you are haunted by what you enabled and defended with lies, you have lost all moral temerity to confront it frontally. Enjoy your nemesis.",neg,-0.6908
Because they are not killing cows.. Let them kill one cow you will see Buharis true color,pos,0.1571
I will partly blame governor zulum for all these unessesary deaths why keep insisting and encouraging the IDPs to return to their various communities to continue with their farming activities when himself knows quite very well that bokoharam is very far from being defeated?,pos,0.2178
"You can use the internet, just do the little you can, I know you  can't fight him, but always remind him that people are perishing and that security in the north is nothing to write home about.. I. Mean always do well to tag the idiot of a president especially on twitter.. Call him out Alennsar.  If almost every Northern man who uses social media do same thing, then just maybe the hegoat may do something.",pos,0.2244
Stupid northerners instead of you to fix your land you are calling for MNK arrest.. When protest is being carried out for the betterment of the country you will gang up and interrupt the protesters.. You are receiving your evil deeds... Until Nigeria is divided there will be no peace..,neg,-0.9246
May God rest their souls. People that were already suffering so much they left their villages to go to a war zone to eke out an honest living. Their blood is on the hands of the C-in-c. These chiefs have failed woefully. ,neg,-0.8225
Every single one of them have been due for retirement for at least 2 years and this corpse in the villa has refused to do anything.,neg,-0.7632
May the misery of their families descend on those responsible from their killers to the person who could have simply continued the plan that was working years ago but has left the security apparatus to idiots who should not be there based on the constitution of this country.,neg,-0.0644
What is it? We have a constitution many of his officials have exceeded their tenure but it is their father's house so they won't go!,neu,0.0
"If the northerns wants to end this, they can. But they won't because some group of People among them are benefiting from this nonsense",neg,-0.481
"Its just sad a war that can be won within 3 weeks keep Going on forever, I wonder why they can't use the tactic used to defeat ISIS to defeat Bokoharam. Launch 20000 soldiers into the Sambisa forest, Bokoharam will be a thing of the past within 3 weeks",neg,-0.8519
"The north is safe and one, any captured boko haram must be rehabilitated and reintegrated back to the society.",pos,0.4404
You will just open your mouth and be spiting dust. Read my text well or look for an educated person around you.,pos,0.2732
"I weep. These are people's relatives, fathers, brothers, uncles and so on..",neg,-0.5719
"Honesty I find it very very hard to have any pity for Nigerians , what o was told when growing up is that once beaten twice shy. Lets consider 2015 a mistake , was 2019 a mistake too? This isn't the worst slaughter happening in the north and more gruesome ones had happened during Buhari first term AND YET THEY STILL VOTED MASSIVELY FOR HIM AND HIS PARTY.  They knew about his incompetence , but the nigeria bandwagon mentality of "" he is a northerner,whether good or bad we will vote for him"" syndrome . You will be shocked that if Buhari contests for 3rd term , these same set of people crying will still vote for him and will shouting ",neg,-0.8813
"Just look at human beings. Lord, how long?",neu,0.0
